age,gender,customer_type,travel_type,flight_class,flight_distance,departure_delay,arrival_delay,seat_comfort,inflight_wifi,food_and_drink,cleanliness,baggage_handling,checkin_service,onboard_service,satisfaction
27,Female,Returning,Business,Economy,2914,69,180,5,1,4,2,1,1,2,0
47,Female,Returning,Personal,Economy,2914,135,106,5,4,3,1,5,3,2,0
63,Female,First-time,Business,Business,4778,23,187,1,3,3,5,2,5,5,1
40,Female,Returning,Business,Business,1711,66,188,3,3,5,4,5,3,5,1
49,Female,First-time,Personal,Economy,384,3,35,4,1,4,5,5,1,5,1
34,Male,Returning,Business,Economy,1833,0,84,5,5,4,5,3,5,2,1
67,Female,Returning,Personal,Business,4097,33,154,5,4,1,5,4,4,4,1
68,Male,Returning,Personal,Economy,2974,108,168,2,5,4,3,5,1,3,0
34,Female,Returning,Personal,Business,3173,8,27,5,4,5,3,3,3,5,1
31,Female,Returning,Business,Economy,3420,62,15,5,1,4,5,2,4,5,1
26,Male,First-time,Business,Economy,1390,9,34,5,3,1,4,3,1,2,1
57,Female,Returning,Business,Economy,3134,137,163,3,4,3,5,5,5,2,1
19,Male,First-time,Personal,Economy,4524,177,183,3,3,4,5,2,1,3,0
62,Male,Returning,Personal,Economy,2376,43,98,2,2,5,3,3,2,1,0
42,Male,Returning,Business,Business,3490,117,146,1,2,4,5,5,3,2,0
56,Female,First-time,Business,Economy,4528,175,184,5,1,2,4,2,5,3,1
26,Female,First-time,Personal,Economy,1508,5,121,1,1,1,4,2,5,2,1
39,Female,Returning,Business,Economy,3877,120,160,3,1,3,5,4,2,2,0
60,Male,Returning,Personal,Economy,2881,151,22,5,2,2,4,5,4,2,1
63,Male,Returning,Business,Business,4087,94,118,1,4,5,5,4,5,4,1
21,Female,First-time,Personal,Business,815,110,62,1,5,4,3,2,4,4,1
43,Female,First-time,Business,Economy,2512,104,69,4,1,1,5,2,4,5,1
46,Female,Returning,Business,Business,3274,63,149,3,5,4,1,3,4,4,0
62,Female,Returning,Personal,Business,1232,139,194,2,5,4,3,4,1,3,0
51,Female,First-time,Personal,Business,1963,162,79,2,2,4,4,1,2,2,0
40,Male,Returning,Personal,Economy,856,70,58,4,4,4,4,5,3,4,1
54,Male,First-time,Business,Business,1971,103,152,1,2,1,3,4,2,2,0
28,Male,Returning,Personal,Economy,1292,88,16,4,1,2,1,2,5,1,1
23,Female,Returning,Personal,Economy,1928,5,38,4,2,5,3,3,2,5,1
35,Male,Returning,Business,Business,1991,109,76,3,2,2,2,5,3,4,1
38,Male,Returning,Personal,Economy,1404,111,91,5,2,1,1,5,1,2,0
59,Male,Returning,Personal,Economy,1570,156,166,1,1,5,3,3,5,1,0
53,Male,First-time,Personal,Business,3202,165,23,2,1,3,2,2,1,5,0
58,Male,First-time,Business,Business,1709,149,165,2,2,2,5,1,5,5,1
55,Female,Returning,Business,Economy,3946,126,87,4,2,1,1,3,3,1,0
51,Male,Returning,Business,Business,1630,135,184,4,5,1,5,1,1,4,0
34,Female,Returning,Personal,Economy,2354,62,43,4,4,1,2,4,3,4,1
54,Female,Returning,Business,Economy,1253,140,35,1,5,5,4,5,3,2,0
42,Female,Returning,Personal,Business,2142,154,98,4,4,4,4,2,2,3,0
55,Female,First-time,Personal,Economy,3102,145,69,4,4,3,4,1,5,2,1
29,Female,Returning,Personal,Economy,309,17,121,5,2,5,5,2,4,2,1
40,Male,Returning,Business,Economy,2909,76,123,1,5,5,1,4,4,2,0
59,Male,Returning,Business,Economy,421,141,79,3,4,2,5,1,1,1,0
39,Female,Returning,Personal,Economy,2860,138,44,3,4,3,5,2,3,5,1
38,Female,First-time,Personal,Business,3337,102,153,5,1,1,4,2,2,5,1
44,Female,Returning,Business,Business,740,116,138,2,4,5,5,4,5,3,1
48,Male,Returning,Business,Economy,3049,16,179,3,2,3,2,3,1,4,0
23,Female,Returning,Business,Business,890,178,152,1,3,2,3,4,3,2,0
44,Male,First-time,Personal,Economy,1668,13,30,2,1,4,3,1,4,1,1
57,Female,First-time,Business,Economy,2289,56,84,4,3,3,3,1,4,1,1
51,Male,First-time,Business,Business,1661,92,44,1,2,1,4,5,5,2,1
29,Female,First-time,Business,Economy,4073,133,114,2,3,5,4,2,5,1,0
62,Male,Returning,Personal,Economy,2364,113,66,3,4,4,3,1,5,1,1
24,Female,Returning,Business,Economy,2715,131,75,4,3,2,1,3,1,2,0
27,Male,Returning,Personal,Economy,3251,138,39,4,5,1,3,3,5,3,1
62,Male,Returning,Personal,Business,3068,108,173,1,2,4,5,4,1,1,0
34,Male,Returning,Personal,Economy,3716,118,181,4,5,2,3,1,2,5,0
43,Male,First-time,Business,Economy,1876,91,40,2,3,1,3,1,3,5,1
38,Male,Returning,Business,Economy,414,10,119,5,5,5,1,5,4,5,1
45,Male,Returning,Business,Economy,1668,98,80,3,1,2,4,5,1,2,0
63,Male,First-time,Personal,Economy,438,7,37,1,3,4,4,5,3,5,1
19,Female,First-time,Business,Economy,3673,113,99,5,5,1,5,1,5,4,1
60,Female,Returning,Personal,Business,1615,148,163,5,4,3,3,4,4,1,0
18,Female,Returning,Business,Business,373,64,171,1,3,1,2,4,1,3,0
68,Female,Returning,Business,Economy,4146,92,56,2,1,4,5,4,5,5,1
53,Female,First-time,Business,Economy,783,151,65,3,4,4,4,4,3,2,0
68,Male,Returning,Business,Economy,4411,157,29,1,3,3,1,3,2,3,0
43,Male,Returning,Personal,Business,1849,103,9,5,4,4,4,1,3,2,1
46,Male,First-time,Personal,Business,1659,98,60,5,3,1,4,2,1,3,1
38,Male,Returning,Personal,Economy,2196,83,190,1,3,2,1,1,2,3,0
28,Male,First-time,Personal,Economy,4524,72,35,5,2,1,3,4,2,1,1
57,Female,Returning,Business,Economy,810,144,53,1,5,4,3,3,5,3,0
28,Female,First-time,Personal,Economy,722,58,96,1,3,3,4,3,3,4,1
53,Female,First-time,Personal,Economy,2732,30,192,3,1,3,5,1,1,4,1
66,Female,First-time,Personal,Economy,2206,63,3,1,5,5,2,2,2,4,1
56,Male,First-time,Business,Economy,4627,47,182,5,2,3,5,4,5,2,1
57,Male,Returning,Personal,Economy,1258,22,53,4,5,3,5,3,2,1,1
52,Male,First-time,Personal,Economy,1124,157,110,3,5,4,4,4,3,2,0
51,Female,Returning,Business,Economy,364,54,90,5,3,2,4,4,4,5,1
64,Male,First-time,Business,Economy,3648,6,88,5,1,2,2,4,1,4,1
41,Female,Returning,Personal,Economy,1100,111,63,3,3,4,2,5,4,1,0
39,Male,Returning,Personal,Economy,577,105,118,3,1,3,2,4,3,4,0
22,Male,First-time,Business,Economy,2017,97,91,5,1,1,4,4,4,1,1
50,Female,Returning,Personal,Economy,2713,11,149,4,4,2,4,2,3,2,1
53,Male,First-time,Business,Economy,1538,59,152,2,3,4,5,2,3,2,0
64,Male,Returning,Personal,Economy,4823,51,80,5,2,1,4,5,5,4,1
37,Female,Returning,Personal,Economy,1786,154,58,3,5,3,3,5,4,3,1
36,Male,Returning,Personal,Economy,4981,139,184,1,4,4,3,4,2,1,0
52,Female,Returning,Personal,Economy,3598,140,181,1,2,2,2,3,3,5,0
69,Male,Returning,Personal,Business,4770,71,43,3,3,1,4,3,4,3,1
60,Male,First-time,Business,Economy,3295,124,179,3,1,1,3,1,2,2,0
34,Male,First-time,Business,Economy,392,156,75,2,3,2,5,3,1,1,0
62,Male,Returning,Personal,Economy,3831,162,143,3,3,1,1,3,2,3,0
60,Male,Returning,Personal,Economy,2140,59,100,1,4,2,5,2,4,5,1
51,Male,Returning,Personal,Economy,3827,156,124,4,2,4,1,1,4,3,0
26,Male,Returning,Business,Economy,1921,30,15,3,4,5,5,1,2,5,1
43,Male,Returning,Business,Economy,1861,76,54,2,2,3,3,2,2,2,0
19,Female,Returning,Business,Business,1716,75,188,4,4,4,4,3,3,1,0
26,Female,Returning,Business,Economy,3264,60,94,2,5,3,1,3,4,2,0
26,Male,Returning,Business,Economy,4490,1,78,4,1,3,4,1,3,1,1
57,Male,Returning,Business,Economy,1430,160,76,3,1,2,4,3,3,3,0
34,Female,First-time,Business,Business,1713,120,39,1,1,5,3,1,1,2,0
18,Male,First-time,Business,Business,3897,58,20,4,5,3,2,3,4,1,1
42,Male,Returning,Personal,Economy,4044,39,65,5,5,3,2,4,3,5,1
60,Female,First-time,Business,Business,2418,176,135,2,1,4,1,2,1,1,0
57,Male,Returning,Business,Economy,963,31,198,4,1,5,3,5,3,2,0
59,Male,Returning,Business,Business,2934,37,9,2,2,5,4,4,3,2,1
42,Female,Returning,Business,Business,3074,91,184,1,2,3,5,3,4,3,0
56,Male,Returning,Personal,Economy,4269,87,131,2,3,5,5,5,2,5,1
52,Male,Returning,Business,Economy,3790,140,42,2,4,4,1,4,2,1,0
20,Female,Returning,Personal,Economy,1871,84,104,5,2,2,1,2,4,2,0
67,Male,Returning,Personal,Economy,1823,75,62,2,2,3,1,5,2,1,0
54,Female,Returning,Personal,Economy,1287,127,170,4,2,1,3,5,5,4,1
61,Male,Returning,Business,Economy,3538,12,194,2,2,3,5,2,2,5,1
61,Male,Returning,Business,Economy,4145,38,81,3,5,3,3,4,3,5,1
68,Female,Returning,Business,Economy,3993,22,50,2,3,2,3,5,3,4,1
47,Female,Returning,Personal,Economy,398,109,55,3,2,1,4,2,1,5,1
55,Male,Returning,Personal,Economy,2588,106,170,2,4,1,3,4,4,4,0
51,Female,Returning,Personal,Economy,1814,91,151,2,2,1,3,3,1,1,0
29,Female,Returning,Personal,Economy,4597,141,33,4,5,2,4,1,3,4,1
36,Male,Returning,Business,Economy,933,144,58,3,1,5,2,3,3,3,0
54,Male,Returning,Business,Economy,4885,23,129,3,1,1,4,3,1,4,1
61,Male,Returning,Business,Economy,878,33,129,5,3,5,1,1,5,1,1
66,Female,Returning,Personal,Business,4259,178,137,2,1,4,2,3,2,5,0
34,Female,Returning,Personal,Economy,572,111,150,2,2,2,5,3,5,3,1
27,Female,Returning,Business,Economy,4254,137,142,4,5,5,3,2,5,4,1
66,Female,Returning,Business,Economy,4227,117,117,5,3,1,2,2,5,1,0
64,Male,Returning,Personal,Economy,752,148,127,5,2,1,5,4,5,3,1
29,Female,First-time,Business,Economy,1475,164,16,4,1,5,4,5,2,3,1
33,Male,Returning,Business,Economy,713,6,81,3,4,5,4,4,4,3,1
41,Female,Returning,Personal,Economy,1850,89,13,1,2,4,1,2,1,4,0
36,Male,Returning,Personal,Business,4826,12,80,4,4,2,1,2,5,1,1
25,Male,Returning,Personal,Economy,2246,79,122,3,4,3,2,1,5,1,0
48,Male,Returning,Business,Economy,491,29,15,5,3,4,3,1,1,1,1
38,Female,Returning,Personal,Business,340,158,31,4,5,4,4,2,1,2,0
34,Male,First-time,Business,Economy,2159,132,22,1,1,4,2,3,4,5,1
40,Male,Returning,Business,Economy,1632,159,101,2,1,1,2,4,3,1,0
54,Female,Returning,Personal,Economy,3749,15,161,4,2,5,2,2,4,2,1
33,Male,First-time,Business,Economy,435,149,97,1,1,2,1,2,3,2,0
23,Female,First-time,Personal,Economy,4501,171,143,1,3,1,4,1,2,3,0
25,Female,Returning,Personal,Economy,4914,39,161,4,1,4,1,4,4,5,1
42,Male,Returning,Business,Business,2241,36,103,3,2,2,1,4,2,3,0
35,Male,First-time,Business,Business,1865,77,125,4,1,1,2,5,1,5,0
42,Female,Returning,Personal,Business,4521,15,198,5,5,3,5,2,4,3,1
29,Male,Returning,Personal,Business,688,42,160,1,4,4,5,5,1,4,0
32,Female,Returning,Personal,Economy,1858,62,67,1,4,1,5,1,5,5,1
43,Female,Returning,Personal,Economy,2421,14,170,2,4,1,2,5,1,2,0
58,Female,Returning,Personal,Economy,1328,171,63,1,5,4,3,3,5,2,0
62,Male,Returning,Personal,Economy,3834,136,70,2,3,3,4,2,3,5,1
43,Female,Returning,Business,Business,381,64,17,1,2,5,2,2,5,3,1
64,Male,Returning,Business,Economy,1075,43,195,1,5,3,2,4,3,4,0
49,Male,First-time,Business,Business,3338,19,112,4,2,4,1,5,5,4,1
27,Male,Returning,Business,Business,4673,118,124,4,3,5,5,4,5,1,1
33,Male,First-time,Personal,Business,3187,111,126,5,5,1,2,5,2,5,1
24,Female,First-time,Business,Business,2178,122,60,3,1,3,3,5,2,4,1
34,Male,First-time,Business,Economy,2571,160,74,5,3,3,4,1,1,3,0
40,Female,First-time,Personal,Economy,1907,79,106,1,4,5,3,5,2,3,0
43,Female,Returning,Business,Economy,3439,99,147,5,5,1,2,4,3,2,0
38,Male,First-time,Personal,Economy,905,5,138,4,3,3,2,5,2,4,1
39,Female,Returning,Personal,Economy,3714,82,173,1,3,5,1,5,1,4,0
24,Female,Returning,Personal,Business,3965,30,191,1,5,3,3,2,4,3,0
31,Male,Returning,Personal,Business,2444,65,80,5,4,1,1,2,3,2,1
32,Female,First-time,Personal,Economy,4570,17,105,2,4,1,3,2,4,4,1
24,Female,Returning,Business,Economy,4065,27,27,3,3,2,5,3,3,3,1
26,Female,Returning,Business,Economy,1676,67,175,5,2,5,5,2,1,2,0
68,Female,Returning,Business,Economy,3762,113,162,5,3,4,3,3,2,2,0
65,Male,Returning,Personal,Economy,647,172,7,3,5,3,1,3,4,3,0
25,Female,Returning,Business,Economy,300,57,90,1,5,1,5,4,4,2,1
67,Female,Returning,Business,Economy,362,174,149,1,5,3,2,2,2,2,0
40,Female,Returning,Business,Economy,2083,179,120,2,4,3,4,5,1,1,0
46,Female,Returning,Business,Economy,4114,163,151,5,1,4,1,1,2,2,0
35,Male,First-time,Personal,Economy,525,128,65,3,5,1,3,5,5,4,1
48,Female,Returning,Business,Economy,1342,38,94,5,5,2,4,2,5,2,1
47,Male,First-time,Personal,Economy,1144,105,63,4,2,5,4,5,5,4,1
69,Female,Returning,Personal,Economy,2980,0,64,5,2,3,2,2,4,3,1
56,Male,Returning,Business,Business,4419,74,124,5,3,4,1,2,4,2,0
52,Male,Returning,Personal,Economy,1534,87,13,4,3,4,4,5,1,3,1
35,Male,Returning,Personal,Economy,2284,141,24,4,3,5,1,3,3,5,1
59,Male,Returning,Personal,Economy,4556,150,99,3,5,5,2,4,2,2,0
56,Male,Returning,Personal,Economy,1578,170,104,1,2,1,3,4,3,3,0
34,Female,Returning,Personal,Business,1894,149,130,2,3,3,4,4,4,5,1
31,Female,Returning,Personal,Economy,2851,59,132,4,2,3,4,4,2,4,1
48,Female,First-time,Personal,Economy,2252,154,64,1,5,5,4,1,4,4,1
41,Male,Returning,Business,Economy,1995,129,181,3,5,2,1,2,1,4,0
52,Female,Returning,Business,Economy,1254,166,18,5,3,3,4,1,2,4,1
61,Male,First-time,Personal,Economy,3591,178,105,3,5,4,1,4,4,4,0
62,Male,Returning,Personal,Economy,656,109,53,3,5,5,5,4,5,1,1
51,Female,First-time,Business,Economy,3895,18,137,4,2,3,5,5,5,3,1
20,Female,Returning,Business,Economy,1268,61,143,2,1,1,1,4,4,5,0
54,Male,Returning,Business,Economy,541,70,103,4,4,5,5,2,3,5,1
60,Male,Returning,Business,Economy,3746,110,173,5,3,4,2,4,1,2,0
57,Female,First-time,Personal,Economy,4534,132,156,4,1,1,2,4,1,3,0
43,Female,First-time,Personal,Economy,2444,71,14,5,3,5,5,1,4,1,1
40,Female,First-time,Business,Economy,446,77,47,4,1,5,3,2,1,1,0
61,Female,Returning,Business,Economy,842,99,138,2,5,3,1,3,2,3,0
56,Male,Returning,Business,Economy,991,70,33,1,3,1,5,5,1,4,1
32,Female,Returning,Business,Economy,1325,6,163,2,1,5,1,3,5,4,1
66,Female,Returning,Personal,Economy,4350,49,157,4,4,4,5,1,4,3,1
21,Female,Returning,Business,Economy,4305,45,98,3,5,1,2,4,2,5,1
46,Male,Returning,Business,Business,3659,71,18,1,3,3,3,5,1,4,0
39,Male,Returning,Business,Economy,3251,75,195,3,3,2,1,2,5,2,0
42,Male,Returning,Personal,Economy,1029,73,69,2,1,5,3,5,3,1,0
30,Male,Returning,Personal,Economy,4799,141,114,1,3,2,2,1,1,4,0
35,Female,First-time,Personal,Business,2855,72,160,4,5,5,4,4,5,5,1
50,Male,First-time,Business,Economy,1450,101,95,3,2,3,4,1,5,4,1
33,Female,Returning,Business,Business,2035,93,74,4,1,3,1,2,5,4,1
62,Female,First-time,Business,Business,1338,68,149,5,4,3,2,3,5,1,1
59,Female,Returning,Personal,Economy,3212,64,35,1,3,3,1,4,3,2,0
61,Female,Returning,Personal,Business,2840,61,150,3,5,1,1,4,4,2,0
19,Male,Returning,Business,Economy,4714,19,62,2,3,1,1,1,5,5,1
52,Male,Returning,Business,Business,1542,153,153,2,4,5,3,1,4,3,0
59,Male,First-time,Personal,Economy,1072,43,187,2,5,1,5,1,3,3,0
51,Female,Returning,Business,Economy,2216,61,92,2,4,5,2,4,3,3,0
47,Female,Returning,Business,Economy,3712,106,4,3,5,1,3,1,2,5,1
30,Female,Returning,Business,Business,2799,124,181,5,2,1,5,5,2,4,1
30,Female,Returning,Personal,Economy,3740,44,165,2,5,1,1,5,5,2,0
35,Female,Returning,Business,Economy,3845,10,189,2,4,4,4,5,4,2,0
49,Male,Returning,Business,Economy,1513,161,24,2,1,3,3,4,3,4,1
49,Female,Returning,Business,Economy,3231,87,97,5,2,4,2,1,1,2,0
52,Male,First-time,Business,Economy,718,45,11,1,3,1,2,2,2,2,0
56,Female,Returning,Personal,Economy,4081,111,149,2,2,1,5,1,2,3,0
63,Female,Returning,Personal,Economy,1088,80,136,2,2,4,3,4,1,3,0
69,Male,Returning,Personal,Economy,2171,31,83,2,3,5,1,5,4,1,0
46,Male,Returning,Business,Economy,4890,97,28,1,5,3,5,4,4,1,1
66,Female,Returning,Personal,Economy,2325,4,171,2,2,5,2,1,4,2,0
46,Female,Returning,Business,Economy,2746,28,108,1,2,3,3,4,5,3,1
61,Female,Returning,Personal,Business,860,47,26,1,1,2,4,2,5,1,1
33,Female,First-time,Business,Economy,2951,15,54,4,1,3,1,4,1,1,0
61,Male,Returning,Personal,Business,4204,152,132,4,4,5,2,3,3,3,0
64,Female,First-time,Personal,Economy,839,71,51,2,3,3,3,4,1,1,0
27,Male,First-time,Personal,Economy,3436,28,12,3,5,2,4,1,3,4,1
47,Female,Returning,Business,Economy,3589,179,41,4,5,2,2,3,1,4,0
42,Male,Returning,Business,Business,2910,45,142,4,4,1,4,5,5,3,1
56,Male,Returning,Business,Economy,2244,152,78,3,5,2,2,1,4,3,0
37,Female,First-time,Personal,Economy,3445,22,17,5,5,4,5,2,2,1,1
22,Male,Returning,Business,Economy,3058,161,49,2,1,5,5,4,1,2,0
18,Female,Returning,Business,Economy,3560,93,1,5,5,4,5,4,1,5,1
47,Male,Returning,Business,Business,4407,113,86,5,5,4,3,1,2,4,1
66,Female,Returning,Business,Economy,2195,33,106,1,4,5,5,4,1,4,1
20,Male,Returning,Business,Economy,2800,159,140,1,4,4,3,4,4,3,0
62,Female,Returning,Business,Economy,3129,116,195,2,2,4,1,5,2,2,0
31,Female,Returning,Personal,Economy,4173,28,46,3,5,4,5,4,2,3,1
47,Male,First-time,Personal,Economy,347,8,88,1,5,2,3,4,4,1,0
67,Male,Returning,Business,Economy,2664,38,177,4,5,5,2,5,4,2,0
21,Male,Returning,Personal,Business,2556,134,11,2,1,5,3,4,2,1,0
35,Male,Returning,Personal,Economy,4972,109,12,5,5,5,3,5,4,4,1
54,Female,First-time,Business,Business,1053,68,136,2,1,4,2,2,4,3,0
42,Male,Returning,Business,Economy,3102,135,58,1,2,2,3,4,4,3,0
65,Female,Returning,Personal,Economy,4949,95,172,3,3,5,2,1,2,5,0
18,Male,Returning,Business,Economy,3952,118,197,5,5,3,4,3,1,2,0
63,Female,First-time,Personal,Economy,702,117,42,3,4,5,5,2,3,4,1
32,Female,Returning,Personal,Economy,2386,17,73,2,4,1,1,4,2,5,1
26,Female,Returning,Personal,Economy,2527,101,22,3,5,3,3,1,3,5,1
32,Female,Returning,Business,Economy,3710,109,78,3,1,5,2,3,4,3,0
66,Male,First-time,Personal,Economy,3290,81,172,2,4,4,5,5,4,2,0
41,Male,Returning,Business,Economy,4943,176,22,5,4,5,3,4,1,3,0
21,Female,Returning,Business,Economy,1449,104,100,3,2,2,5,5,4,2,1
29,Male,First-time,Business,Economy,362,15,161,3,2,2,4,2,3,5,1
54,Male,First-time,Business,Economy,3453,20,143,2,2,5,3,3,2,1,0
54,Female,Returning,Business,Economy,1308,137,190,4,4,4,2,3,2,4,0
60,Male,First-time,Personal,Economy,2331,105,108,3,4,4,4,5,1,5,1
23,Male,First-time,Business,Business,1622,131,178,1,5,4,3,5,3,3,0
56,Male,Returning,Business,Business,2381,43,110,5,5,5,5,2,4,4,1
63,Female,Returning,Business,Economy,1051,122,159,3,1,5,4,1,5,5,1
41,Male,First-time,Business,Economy,4444,135,165,2,4,1,2,4,1,2,0
28,Female,Returning,Business,Economy,957,110,183,1,5,2,3,1,1,3,0
30,Male,First-time,Personal,Business,1960,116,196,2,5,3,5,3,5,5,1
51,Male,First-time,Business,Economy,1000,125,16,3,2,3,5,4,2,2,1
42,Male,First-time,Business,Economy,1380,18,85,1,2,2,4,2,2,2,0
24,Female,Returning,Personal,Economy,2456,63,38,5,2,1,3,1,2,2,1
69,Female,First-time,Business,Economy,1840,39,40,5,3,2,5,1,5,4,1
21,Male,First-time,Personal,Economy,3332,50,47,5,5,1,4,4,4,3,1
25,Female,Returning,Personal,Economy,2283,136,155,4,2,1,1,2,4,2,0
37,Male,Returning,Personal,Economy,614,157,76,2,2,4,5,2,3,5,1
46,Female,First-time,Personal,Economy,3381,55,177,3,4,2,4,1,3,2,0
68,Female,Returning,Business,Economy,2614,80,0,1,2,3,1,1,2,3,0
62,Male,First-time,Business,Economy,2435,171,116,2,4,5,4,5,5,4,1
63,Male,Returning,Personal,Economy,1949,142,177,3,1,5,5,4,1,2,0
27,Male,Returning,Personal,Business,3519,69,18,4,2,2,1,2,4,5,1
60,Male,Returning,Business,Economy,4100,127,58,3,4,5,4,3,5,3,1
51,Female,Returning,Personal,Economy,2778,125,195,2,2,1,3,4,3,2,0
43,Female,Returning,Personal,Economy,4367,60,106,3,1,5,1,5,4,4,1
58,Female,First-time,Personal,Business,2075,79,194,1,2,1,4,4,4,1,0
66,Male,Returning,Business,Business,2266,120,168,4,4,1,3,1,5,5,1
20,Male,First-time,Personal,Economy,2067,100,137,1,1,3,1,4,3,2,0
23,Female,Returning,Business,Economy,4115,150,27,4,1,5,4,4,5,2,1
22,Male,Returning,Business,Economy,541,76,33,4,1,3,5,4,1,1,1
22,Female,Returning,Business,Economy,3249,174,38,3,3,5,1,3,4,3,0
64,Female,Returning,Personal,Economy,2556,144,125,1,4,1,1,5,5,1,0
40,Female,Returning,Personal,Business,4411,125,82,4,3,5,3,4,5,3,1
66,Female,Returning,Business,Economy,3668,179,105,4,1,3,4,4,1,2,0
26,Female,First-time,Business,Business,666,21,183,3,3,4,5,3,5,1,1
52,Male,Returning,Business,Business,3127,82,179,2,2,3,3,2,4,2,0
37,Male,Returning,Personal,Economy,1552,166,109,2,3,4,1,4,2,1,0
66,Male,Returning,Personal,Business,2787,140,120,5,5,2,3,4,2,2,0
59,Female,Returning,Business,Economy,3903,77,106,5,1,3,3,2,3,2,1
52,Female,First-time,Business,Economy,3821,94,130,4,1,5,3,4,1,2,0
67,Female,Returning,Personal,Economy,4817,108,22,2,4,4,1,4,3,4,0
35,Female,Returning,Business,Economy,1943,109,144,4,2,5,2,4,2,1,0
34,Male,First-time,Personal,Economy,1512,51,70,1,4,4,3,5,1,4,0
41,Male,Returning,Personal,Economy,319,102,153,2,3,3,2,1,5,2,0
20,Female,Returning,Business,Economy,975,100,106,2,5,3,5,5,5,5,1
49,Female,Returning,Business,Economy,4777,141,145,2,5,5,5,2,4,3,0
52,Female,Returning,Personal,Economy,908,62,45,5,5,3,5,5,2,1,1
55,Male,First-time,Personal,Business,361,27,69,3,5,5,4,5,5,1,1
30,Male,Returning,Personal,Economy,1565,45,30,3,2,1,1,3,1,3,0
64,Male,Returning,Personal,Economy,2585,27,92,5,3,4,2,2,5,4,1
42,Female,Returning,Personal,Economy,1454,1,136,5,5,5,4,2,3,3,1
26,Female,Returning,Business,Economy,1928,126,117,5,1,4,2,2,3,5,1
21,Male,First-time,Personal,Economy,1926,16,162,3,3,1,1,5,3,2,0
31,Female,First-time,Personal,Economy,4016,58,80,4,2,4,3,2,3,3,1
54,Male,Returning,Personal,Economy,1742,179,59,5,5,5,4,3,3,3,1
51,Female,Returning,Business,Economy,1953,131,75,4,2,3,1,4,4,2,0
28,Male,Returning,Business,Business,2802,76,62,4,5,4,4,5,3,1,1
58,Female,First-time,Personal,Economy,3569,130,99,1,1,4,5,4,4,5,1
20,Male,Returning,Personal,Economy,581,114,179,3,3,1,4,4,4,3,0
45,Male,Returning,Business,Economy,1324,164,47,4,1,2,3,5,5,3,1
46,Male,Returning,Business,Economy,3703,96,188,3,5,3,3,5,1,1,0
26,Male,First-time,Business,Economy,1535,104,151,3,4,5,2,2,3,5,0
20,Male,Returning,Business,Economy,4482,23,73,1,3,1,4,3,1,2,0
42,Male,Returning,Personal,Economy,1085,34,57,3,2,5,5,5,2,2,1
51,Female,Returning,Business,Economy,3617,1,191,4,5,5,3,4,4,4,1
29,Female,Returning,Personal,Economy,1967,32,29,2,1,4,2,5,2,5,1
59,Female,Returning,Personal,Business,3308,75,156,4,4,1,5,3,4,5,1
26,Male,Returning,Business,Economy,3494,85,9,4,5,1,5,1,3,3,1
32,Male,Returning,Business,Economy,4075,137,38,3,2,3,5,4,2,4,1
57,Female,First-time,Business,Economy,2746,80,54,4,1,2,1,1,5,2,1
42,Male,Returning,Business,Economy,4090,61,27,2,3,5,3,1,2,5,1
22,Male,First-time,Personal,Economy,833,42,145,3,4,3,1,3,4,5,1
28,Male,Returning,Personal,Economy,701,120,168,5,5,3,1,5,4,1,0
51,Male,Returning,Personal,Economy,3963,58,117,4,5,5,3,1,1,2,0
41,Male,Returning,Business,Economy,429,8,113,4,5,4,4,2,2,1,1
32,Female,Returning,Personal,Economy,2639,76,74,1,5,4,2,5,5,4,1
55,Female,First-time,Business,Business,4671,62,64,5,1,5,3,4,3,5,1
25,Female,Returning,Personal,Economy,3259,51,80,5,3,1,2,5,1,4,1
22,Female,Returning,Business,Economy,2158,22,99,2,2,2,4,3,2,1,0
65,Female,First-time,Personal,Business,3273,29,99,5,4,4,3,3,1,2,1
43,Male,Returning,Personal,Economy,4450,170,45,1,5,2,5,4,2,5,1
35,Male,First-time,Business,Economy,3949,20,59,2,5,3,3,4,3,2,1
23,Male,Returning,Personal,Economy,3086,42,136,5,3,3,4,4,3,4,1
54,Male,Returning,Personal,Economy,3397,134,172,2,3,5,1,3,5,3,0
65,Female,First-time,Business,Economy,3812,15,187,5,1,5,3,5,1,2,0
30,Female,Returning,Business,Economy,1520,22,155,5,1,5,5,1,5,2,1
45,Female,First-time,Business,Economy,941,86,96,5,1,4,3,1,2,2,1
22,Male,First-time,Business,Economy,3614,30,2,4,4,2,1,2,3,5,1
30,Female,First-time,Business,Economy,1023,120,178,5,1,3,3,3,3,4,1
34,Male,Returning,Personal,Business,1037,68,135,4,5,2,5,4,4,4,1
67,Female,Returning,Business,Economy,1599,133,113,3,1,4,4,5,4,5,1
57,Female,Returning,Personal,Economy,3780,114,197,1,4,2,5,3,5,2,0
62,Male,First-time,Personal,Economy,639,58,186,2,1,2,4,2,1,2,0
49,Male,First-time,Business,Economy,452,155,115,2,1,5,5,1,2,3,0
46,Female,Returning,Personal,Economy,1721,145,188,3,5,2,2,5,5,2,0
68,Female,Returning,Personal,Economy,3351,76,57,5,5,2,3,1,3,1,1
20,Male,Returning,Business,Business,726,137,69,1,5,2,3,5,3,2,0
57,Female,First-time,Personal,Economy,3858,6,92,3,1,1,1,4,3,3,1
